0	1	0.481673248	0.049451147	0.283333333	0.400103175	0.525833665	0.620843515	0.753059669	0.493723812	0.335461627	0.770677202	0.336786375	0.254268055	0.623683998	0.137750672	0.877610282	0.827990915	0.413439248	0.8754719	0.852140234	0.585943755	0.859344725	0.656221522	0.877743236	0.826122635	0.409845369	0.877464547	0.851073019	0.584377878	0.858981998	0.651821815	0.8777282	0.825487534	0.408661515	0.877361254	0.850729938	0.583870471	0.859129255	0.652005496	0.253634895	0.254208754	0.255223881	0.253968254	0.254117647	0.254117647	0.251748252	0.254681648
0.002905824	0.50318706	0.492851878	0.783943889	0.7	0.279905392	0.456683753	0.159849747	0.516729527	0.275765357	0.704020924	0.680818163	0.362999402	0.477286301	0.667498235	0.906669566	0.750767923	0.867607489	0.963022656	0.77853391	0.898645986	0.963527919	0.818934925	0.945316944	0.749957245	0.866094691	0.963782174	0.777957686	0.897653971	0.965056152	0.817525039	0.949470203	0.749626174	0.865600912	0.964095665	0.777748502	0.897355159	0.965508387	0.817437576	0.949699713	0.476575121	0.478114478	0.47761194	0.478174603	0.477647059	0.477647059	0.479020979	0.475655431
0.009684348	0.024598491	0.353654673	0.982443989	0.833333333	0.366189736	0.595689133	0.678179792	0.799520863	0.442866324	0.517165688	0.318062781	0.485220524	0.228187327	0.63770239	0.760576153	0.330057356	0.420837523	0.843231371	0.379798799	0.507555384	0.75698064	0.462279813	0.732748306	0.327311538	0.417612262	0.843246648	0.377420488	0.505512327	0.756738129	0.459588358	0.729067101	0.326266331	0.416405091	0.843239508	0.376673499	0.504845923	0.756628434	0.459549268	0.729231916	0.227786753	0.227272727	0.228358209	0.226190476	0.228235294	0.228235294	0.227272727	0.228464419
0.012414526	0.753412812	0.701574934	0.817972532	0.183333333	0.512387425	0.221311324	0.180157558	0.435077345	0.913399628	0.108095034	0.364989409	0.455963097	0.584030536	0.408086097	0.639090461	0.878321075	0.940134192	0.766358588	0.883968798	0.936117407	0.839235867	0.875611444	0.841764176	0.877986603	0.938724642	0.764654431	0.883771331	0.935122615	0.838792788	0.874701049	0.838613446	0.877932244	0.938330356	0.764275061	0.883763716	0.93487134	0.838731559	0.874769528	0.838770562	0.588045234	0.589225589	0.586567164	0.591269841	0.590588235	0.590588235	0.590909091	0.5917603
0.018388426	0.330618256	0.312208352	0.705212256	0.183333333	0.452439893	0.314502852	0.355651638	0.330690812	0.405745448	0.741431457	0.57530297	0.711455934	0.819203844	0.51149723	0.536182695	0.619233988	0.682933244	0.922001774	0.655327807	0.741632858	0.856846063	0.713845788	0.844249284	0.616196525	0.679375405	0.921526636	0.652815142	0.739036192	0.856059744	0.710120829	0.840282311	0.61516354	0.678260118	0.921401678	0.652092564	0.738262146	0.855879602	0.709583411	0.840134002	0.820678514	0.821548822	0.820895522	0.821428571	0.823529412	0.823529412	0.821678322	0.820224719
0.024678773	0.928991978	0.014342986	0.58620404	0.216666667	0.674440014	0.493205495	0.498738132	0.394417764	0.648435169	0.357546292	0.601164067	1	0.466592212	0.652334697	0.199428131	0.831025522	0.744831878	0.457393528	0.833492811	0.776925428	0.580789494	0.823747024	0.638221066	0.829296003	0.740743583	0.451130267	0.832002169	0.77404556	0.576824898	0.821684416	0.631131277	0.82869764	0.739414678	0.449223119	0.831581108	0.773174162	0.575686347	0.82147772	0.630613481	0.468497577	0.46969697	0.468656716	0.470238095	0.470588235	0.470588235	0.468531469	0.471910112
0.027879281	0.845066777	0.562221135	0.055968314	0.6	0.288141859	0.463410859	0.32165341	0.656308876	0.290433306	0.454269445	0.522729	0.462126802	0.151462339	0.75012143	0.468309504	0.846680219	0.874034979	0.607485194	0.84958865	0.871164211	0.710112443	0.835384639	0.734512683	0.846907626	0.872967404	0.605493988	0.849838222	0.870499965	0.709496427	0.834806358	0.730982299	0.846917548	0.872583851	0.604948982	0.849876176	0.870277773	0.709290666	0.834917247	0.731226237	0.151857835	0.151515152	0.150746269	0.150793651	0.150588235	0.150588235	0.15034965	0.149812734
0.033383217	0.464271708	0.791538985	0.74523978	0.066666667	0.638687559	0.567137666	0.191618587	0.437620612	0.424103339	0.464468451	0.302806373	0.406634357	0.289138655	0.657273321	0.538602224	0.540430337	0.702256953	0.898915268	0.555780543	0.685891366	0.789002478	0.555883034	0.710511787	0.540694395	0.701637349	0.900564703	0.556051841	0.685996426	0.790256102	0.553802398	0.70823172	0.54077832	0.701447503	0.901232252	0.556169779	0.686024245	0.790678392	0.554072826	0.708990028	0.290791599	0.291245791	0.291044776	0.291666667	0.291764706	0.291764706	0.29020979	0.292134831
0.038190207	0.398765334	0.28792451	0.23956085	0.666666667	0.759279936	0.138831212	0.63676257	0.551271259	0.460007935	0.164517986	0.543910438	0.327183054	0.569141174	0.548315074	0.288659208	0.62253101	0.678842297	0.858056628	0.660774446	0.752755297	0.845020065	0.725048116	0.856998352	0.619370386	0.67451953	0.856870797	0.658251018	0.749890736	0.843578704	0.721527286	0.852886128	0.61827795	0.67310298	0.856567561	0.657516296	0.749003048	0.843135542	0.721006895	0.852657433	0.568659128	0.569023569	0.568656716	0.569444444	0.569411765	0.569411765	0.56993007	0.56928839
0.044804863	0.518405224	0.996809527	0.287683314	0.116666667	0.766888479	0.242432724	0.732463194	0.611446472	0.236485483	0.663726579	0.539432074	0.529781114	0.4345954	0.445528377	0.620305209	0.671478651	0.785569402	0.879670083	0.692021602	0.796179604	0.848239633	0.709675349	0.813397779	0.670550428	0.783613575	0.87939293	0.691234029	0.795021659	0.848281389	0.707385294	0.810444292	0.670143071	0.782926215	0.879268383	0.690958161	0.794631676	0.848325988	0.707241479	0.810644153	0.43457189	0.434343434	0.434328358	0.43452381	0.435294118	0.435294118	0.433566434	0.434456929
